"","CountryCode","Populist index"
"1","AT",0.0631128846153846
"2","DE",-0.0274588888888889
"3","FR",0.000266666666666666
"4","HU",0.0632361111111111
"5","IT",0.0182230952380952
"6","UK",-0.01997
